index,Region_Code,Cost_Call,Total_Charge,Total_Minutes,Total_Calls,Min_Call
632,3,6.43,48.07,557.2,309,1.8
633,4,6.48,46.62,471.7,302,1.56
634,3,4.91,66.03,719.6,324,2.22
635,2,4.54,56.88,614.2,258,2.38
636,3,7.03,52.48,526.2,369,1.43
637,5,5.89,54.17,552.5,319,1.73
638,2,4.22,72.8,685.1,307,2.23
639,5,6.81,45.81,484.6,312,1.55
640,3,5.58,53.62,549.1,299,1.84
641,5,5.81,57.0,582.1,331,1.76
642,3,4.51,62.14,597.1,280,2.13
643,6,4.16,73.88,734.3,307,2.39
644,2,4.65,67.08,654.7,312,2.1
645,2,5.34,67.54,597.7,361,1.66
646,5,3.13,71.24,649.2,223,2.91
647,4,6.63,52.52,482.7,348,1.39
648,3,12.93,27.54,284.3,356,0.8
649,3,3.06,75.56,735.0,231,3.18
650,4,4.68,69.65,607.3,326,1.86
651,4,3.9,64.36,607.5,251,2.42
652,5,5.85,57.47,543.1,336,1.62
653,2,4.47,65.3,583.8,292,2.0
654,1,5.62,58.74,569.5,330,1.73
655,1,4.85,56.25,592.6,273,2.17
656,3,5.48,59.14,636.2,324,1.96
657,7,5.2,58.89,497.0,306,1.62
658,5,6.18,47.91,478.9,296,1.62
659,2,5.86,45.77,445.8,268,1.66
660,2,3.45,82.38,776.6,284,2.73
661,3,3.45,74.3,671.8,256,2.62
662,3,3.28,71.08,720.4,233,3.09
663,4,6.11,50.08,412.7,306,1.35
664,3,5.02,62.01,620.4,311,1.99
665,5,5.85,64.6,681.8,378,1.8
666,1,4.97,65.03,563.6,323,1.74
667,2,6.45,51.66,457.8,333,1.37
668,2,4.91,67.97,639.1,334,1.91
669,5,5.1,63.5,609.6,324,1.88
670,5,4.02,79.07,728.1,318,2.29
671,4,7.2,46.8,455.4,337,1.35
672,3,5.45,52.47,491.6,286,1.72
673,2,4.42,54.95,596.4,243,2.45
674,5,4.35,60.4,613.6,263,2.33
675,5,5.01,65.63,642.0,329,1.95
676,4,5.66,60.61,520.5,343,1.52
677,3,4.49,64.83,580.8,291,2.0
678,4,5.55,59.05,564.0,328,1.72
679,6,3.91,77.32,766.1,302,2.54
680,3,4.79,61.15,598.2,293,2.04
681,5,5.56,48.42,546.9,269,2.03
682,3,4.73,65.05,541.6,308,1.76
683,3,5.71,58.46,609.6,334,1.83
684,7,5.06,49.05,548.9,248,2.21
685,2,9.86,33.86,457.3,334,1.37
686,4,4.39,65.84,602.1,289,2.08
687,5,5.52,61.97,616.0,342,1.8
688,3,3.5,86.38,796.7,302,2.64
689,2,4.95,66.3,544.4,328,1.66
690,3,5.12,63.61,636.5,326,1.95
691,5,6.14,51.93,522.9,319,1.64
692,3,4.31,65.27,660.1,281,2.35
693,4,5.99,56.07,606.8,336,1.81
694,3,4.99,60.48,622.5,302,2.06
695,2,8.55,38.6,434.9,330,1.32
696,5,4.91,55.2,533.9,271,1.97
697,1,4.22,60.4,638.6,255,2.5
698,4,4.09,66.92,707.5,274,2.58
699,3,4.47,64.49,606.1,288,2.1
700,5,7.91,38.94,410.2,308,1.33
701,4,7.08,45.07,434.4,319,1.36
702,3,5.38,61.2,612.8,329,1.86
703,2,5.19,56.46,589.7,293,2.01
704,3,4.55,64.59,615.3,294,2.09
705,7,6.74,40.23,471.3,271,1.74
706,2,4.24,62.97,608.9,267,2.28
707,4,4.83,60.89,657.2,294,2.24
708,2,7.88,41.1,460.1,324,1.42
709,7,4.39,59.02,563.2,259,2.17
710,5,4.51,66.7,684.4,301,2.27
711,2,4.9,62.39,665.5,306,2.17
712,3,7.74,36.58,425.4,283,1.5
713,5,5.07,66.48,643.3,337,1.91
714,3,4.52,57.71,569.4,261,2.18
715,5,4.4,74.05,659.4,326,2.02
716,5,4.8,71.64,709.9,344,2.06
717,6,4.51,64.48,616.8,291,2.12
718,7,6.28,56.22,545.5,353,1.55
719,7,4.58,63.58,653.0,291,2.24
720,4,4.74,56.94,590.9,270,2.19
721,2,7.24,39.65,434.1,287,1.51
722,5,5.55,61.48,527.9,341,1.55
723,3,5.38,56.64,595.7,305,1.95
724,1,4.98,62.0,602.7,309,1.95
725,5,5.6,56.04,593.1,314,1.89
726,5,5.83,54.0,609.9,315,1.94
727,4,4.85,66.81,645.4,324,1.99
728,5,4.51,73.01,643.0,329,1.95
729,4,5.46,61.95,607.5,338,1.8
730,2,3.46,76.4,706.9,264,2.68
731,2,4.54,72.42,734.0,329,2.23
732,3,4.04,73.21,638.2,296,2.16
733,6,4.76,62.39,583.3,297,1.96
734,4,5.83,57.47,544.7,335,1.63
735,7,6.99,40.8,538.0,285,1.89
736,2,5.13,52.25,517.8,268,1.93
737,5,6.37,54.17,561.2,345,1.63
738,3,4.91,60.13,622.0,295,2.11
739,3,4.76,61.7,611.9,294,2.08
740,2,3.3,65.11,591.3,215,2.75
741,3,8.26,38.4,453.7,317,1.43
742,5,5.09,67.57,693.5,344,2.02
743,5,5.05,59.84,571.3,302,1.89
744,2,4.65,64.73,645.7,301,2.15
745,1,5.4,56.89,560.6,307,1.83
746,3,7.05,47.93,508.9,338,1.51
747,5,5.67,60.34,614.9,342,1.8
748,5,4.87,68.31,621.2,333,1.87
749,6,6.12,54.27,509.9,332,1.54
750,5,5.55,50.83,495.9,282,1.76
751,3,5.94,50.04,559.3,297,1.88
752,2,4.78,54.18,488.2,259,1.88
753,6,7.95,40.49,417.9,322,1.3
754,4,5.3,60.05,595.1,318,1.87
755,1,4.85,56.69,522.2,275,1.9
756,2,4.42,66.08,612.2,292,2.1
757,2,5.78,52.22,556.8,302,1.84
758,5,4.1,76.39,684.4,313,2.19
759,2,4.91,62.89,690.7,309,2.24
760,5,3.77,66.88,674.6,252,2.68
761,5,5.17,62.34,582.6,322,1.81
762,2,5.31,63.61,642.8,338,1.9
763,5,4.16,72.3,780.6,301,2.59
764,5,4.43,58.48,621.4,259,2.4
765,1,5.45,59.09,563.4,322,1.75
766,4,4.08,71.1,667.5,290,2.3
767,5,5.77,66.38,614.1,383,1.6
768,4,4.03,67.93,621.4,274,2.27
769,2,4.87,62.57,593.2,305,1.94
770,3,4.67,58.51,589.7,273,2.16
771,3,6.25,44.67,447.8,279,1.61
772,2,4.92,61.93,619.8,305,2.03
773,4,6.41,54.62,534.7,350,1.53
774,1,5.22,57.43,598.9,300,2.0
775,2,4.54,57.55,579.5,261,2.22
776,5,4.55,71.14,678.0,324,2.09
777,3,4.74,52.1,582.8,247,2.36
778,5,4.24,61.28,627.0,260,2.41
779,3,4.32,68.23,641.0,295,2.17
780,5,3.44,72.01,622.1,248,2.51
781,5,7.29,53.52,507.5,390,1.3
782,3,3.78,68.7,682.0,260,2.62
783,3,6.75,40.31,522.8,272,1.92
784,3,4.74,73.79,675.4,350,1.93
785,4,3.05,70.51,645.2,215,3.0
786,3,4.11,64.27,616.0,264,2.33
787,4,4.03,74.11,668.0,299,2.23
788,5,5.27,55.75,478.2,294,1.63
789,4,5.33,48.23,513.7,257,2.0
790,6,3.81,70.89,580.9,270,2.15
791,4,4.09,59.1,605.2,242,2.5
792,2,3.71,77.35,698.5,287,2.43
793,3,6.61,51.02,580.8,337,1.72
794,7,4.98,63.83,609.6,318,1.92
795,5,4.48,66.45,636.0,298,2.13
796,6,6.59,51.45,485.1,339,1.43
797,5,6.68,56.75,580.9,379,1.53
798,5,5.31,65.56,605.8,348,1.74
799,6,7.15,51.74,520.9,370,1.41
800,3,3.98,74.32,672.9,296,2.27
801,4,4.82,69.69,638.1,336,1.9
802,5,4.0,72.46,763.6,290,2.63
803,1,3.59,73.47,765.5,264,2.9
804,2,3.31,73.79,692.9,244,2.84
805,5,4.9,57.94,512.3,284,1.8
806,5,6.64,51.83,477.4,344,1.39
807,5,6.61,48.27,505.9,319,1.59
808,3,4.24,54.72,545.1,232,2.35
809,5,4.76,62.78,633.6,299,2.12
810,3,5.43,63.4,594.4,344,1.73
811,5,5.83,59.7,530.0,348,1.52
812,7,6.26,41.85,429.2,262,1.64
813,3,4.62,65.77,656.4,304,2.16
814,1,5.87,50.62,518.4,297,1.75
815,5,3.54,82.28,775.2,291,2.66
816,3,4.31,69.18,659.2,298,2.21
817,2,6.37,43.82,530.0,279,1.9
818,6,5.23,62.53,614.5,327,1.88
819,3,5.94,56.2,596.8,334,1.79
820,5,6.7,49.53,458.2,332,1.38
821,3,8.58,33.79,352.4,290,1.22
822,5,4.95,57.14,580.1,283,2.05
823,4,5.08,46.5,457.7,236,1.94
824,5,5.44,56.63,502.6,308,1.63
825,3,5.38,58.58,577.6,315,1.83
826,3,5.42,58.13,580.8,315,1.84
827,5,6.15,58.03,642.0,357,1.8
828,7,5.71,61.33,641.8,350,1.83
829,4,3.47,61.42,558.6,213,2.62
830,2,6.5,50.95,516.1,331,1.56
831,4,4.19,66.76,670.2,280,2.39
832,5,3.98,83.14,722.7,331,2.18
833,3,5.01,64.06,580.4,321,1.81
834,5,8.08,35.54,427.7,287,1.49
835,5,7.45,35.72,357.0,266,1.34
836,3,4.93,65.15,614.3,321,1.91
837,5,6.54,48.79,545.6,319,1.71
838,4,4.73,73.59,744.2,348,2.14
839,7,3.9,69.02,646.0,269,2.4
840,4,6.64,52.44,604.1,348,1.74
841,2,4.92,63.43,560.3,312,1.8
842,1,5.99,47.89,462.4,287,1.61
843,5,5.05,61.01,537.5,308,1.75
844,3,4.49,57.49,569.4,258,2.21
845,5,3.89,76.11,682.2,296,2.3
846,3,5.32,63.01,677.4,335,2.02
847,3,5.4,52.24,585.3,282,2.08
848,4,4.47,68.53,646.5,306,2.11
849,3,4.71,63.72,583.7,300,1.95
850,1,5.27,65.14,584.2,343,1.7
851,4,4.7,58.13,494.4,273,1.81
852,3,3.65,73.06,727.7,267,2.73
853,4,5.38,56.71,638.4,305,2.09
854,3,4.34,70.92,707.7,308,2.3
855,3,5.55,68.99,630.0,383,1.64
856,2,6.32,54.58,532.1,345,1.54
857,2,4.99,60.97,645.3,304,2.12
858,3,4.74,60.39,567.1,286,1.98
859,5,3.54,79.37,764.9,281,2.72
860,7,5.81,58.31,592.9,339,1.75
861,3,6.5,55.55,570.3,361,1.58
862,1,6.11,59.38,669.2,363,1.84
863,3,4.93,61.42,590.5,303,1.95
864,4,6.49,49.74,438.2,323,1.36
865,5,5.41,59.86,545.6,324,1.68
866,3,4.93,69.81,645.9,344,1.88
867,2,5.39,48.83,514.4,263,1.96
868,5,5.27,61.44,585.0,324,1.81
869,3,5.52,61.81,647.7,341,1.9
870,3,6.16,54.87,629.5,338,1.86
871,4,4.42,78.13,757.6,345,2.2
872,6,4.45,63.79,633.7,284,2.23
873,4,4.69,64.77,719.7,304,2.37
874,1,5.44,58.5,558.7,318,1.76
875,7,5.82,56.31,557.9,328,1.7
876,2,5.4,57.57,601.6,311,1.93
877,5,4.51,69.44,589.2,313,1.88
878,3,3.82,64.93,519.5,248,2.09
879,2,4.21,75.61,672.9,318,2.12
880,2,4.49,56.78,570.3,255,2.24
881,5,6.19,53.16,623.0,329,1.89
882,5,6.17,59.47,575.2,367,1.57
883,2,6.42,50.81,455.2,326,1.4
884,5,4.12,66.49,567.1,274,2.07
885,4,4.6,74.05,694.3,341,2.04
886,7,7.21,45.6,501.7,329,1.52
887,3,3.92,63.71,701.2,250,2.8
888,2,4.83,63.29,657.8,306,2.15
889,3,6.79,48.77,432.6,331,1.31
890,4,4.86,61.5,603.4,299,2.02
891,6,7.89,43.33,483.1,342,1.41
892,5,4.68,59.37,597.7,278,2.15
893,3,5.36,57.63,493.0,309,1.6
894,4,5.61,46.91,496.6,263,1.89
895,5,5.56,56.67,571.0,315,1.81
896,4,7.57,47.93,502.8,363,1.39
897,7,4.9,66.73,627.4,327,1.92
898,2,6.05,55.68,621.8,337,1.85
899,5,4.56,69.35,692.6,316,2.19
900,5,6.37,46.96,504.5,299,1.69
901,4,4.48,85.46,725.6,383,1.89
902,7,5.21,58.5,601.9,305,1.97
903,3,4.66,61.84,574.8,288,2.0
904,5,4.3,75.08,714.2,323,2.21
905,5,6.04,51.49,481.0,311,1.55
906,4,4.69,62.04,551.5,291,1.9
907,2,5.11,45.01,490.1,230,2.13
908,2,4.54,60.41,591.4,274,2.16
909,5,7.63,41.15,515.5,314,1.64
910,4,5.85,53.72,540.1,314,1.72
911,5,4.29,85.7,807.2,368,2.19
912,3,5.74,47.6,453.8,273,1.66
913,5,4.08,77.98,827.2,318,2.6
914,3,4.01,88.13,851.8,353,2.41
915,3,8.36,40.2,448.8,336,1.34
916,2,5.74,55.24,625.8,317,1.97
917,7,6.44,43.93,528.9,283,1.87
918,4,4.27,71.98,780.9,307,2.54
919,6,5.68,57.06,533.6,324,1.65
920,5,6.22,43.07,455.0,268,1.7
921,4,4.98,47.83,537.2,238,2.26
922,3,3.94,71.78,755.8,283,2.67
923,5,5.34,47.75,489.8,255,1.92
924,5,6.29,51.83,553.2,326,1.7
925,5,9.66,32.92,371.9,318,1.17
926,2,5.37,56.43,508.8,303,1.68
927,2,6.36,48.13,476.8,306,1.56
928,4,5.74,53.31,519.3,306,1.7
929,7,5.02,64.89,608.2,326,1.87
930,3,5.75,57.26,640.4,329,1.95
931,5,6.97,42.02,511.9,293,1.75
932,6,4.46,69.89,671.7,312,2.15
933,5,6.63,52.18,555.0,346,1.6
934,5,7.18,44.12,450.2,317,1.42
935,5,4.0,72.44,717.9,290,2.48
936,3,5.13,62.43,682.8,320,2.13
937,7,4.84,60.8,562.8,294,1.91
938,6,5.47,52.62,594.6,288,2.06
939,3,6.36,47.47,583.0,302,1.93
940,5,5.65,62.63,630.5,354,1.78
941,3,4.57,62.64,677.5,286,2.37
942,4,5.1,61.51,581.8,314,1.85
943,1,4.92,65.85,683.4,324,2.11
944,2,6.46,55.92,560.8,361,1.55
945,5,5.14,56.56,570.2,291,1.96
946,4,3.43,78.77,736.3,270,2.73
947,3,5.15,56.13,556.9,289,1.93
948,2,5.93,54.14,579.2,321,1.8
949,5,4.21,70.01,644.1,295,2.18
950,7,6.76,47.9,523.4,324,1.62
951,4,4.43,58.0,595.7,257,2.32
952,4,5.59,58.13,525.8,325,1.62
953,7,5.29,58.25,597.0,308,1.94
954,1,6.21,57.83,609.7,359,1.7
955,5,6.27,57.23,594.6,359,1.66
956,5,4.0,62.43,605.9,250,2.42
957,2,4.56,60.92,635.9,278,2.29
958,5,4.7,67.21,621.2,316,1.97
959,5,6.18,50.13,487.7,310,1.57
960,5,3.27,63.0,613.8,206,2.98
961,4,3.4,72.14,693.0,245,2.83
962,4,4.87,60.79,589.7,296,1.99
963,3,4.7,55.34,600.6,260,2.31
964,4,5.32,62.36,600.9,332,1.81
965,6,5.43,59.71,558.1,324,1.72
966,4,4.82,63.92,689.7,308,2.24
967,5,5.86,63.26,554.5,371,1.49
968,6,5.28,61.89,601.2,327,1.84
969,5,3.63,62.85,591.2,228,2.59
970,4,4.77,62.1,632.4,296,2.14
971,5,4.2,62.35,690.5,262,2.64
972,5,4.49,62.86,557.6,282,1.98
973,3,5.82,49.0,466.0,285,1.64
974,1,4.76,56.77,595.5,270,2.21
975,5,3.68,84.56,727.8,311,2.34
976,5,5.39,48.76,539.4,263,2.05
977,5,6.74,48.21,495.1,325,1.52
978,4,4.05,83.52,781.6,338,2.31
979,1,6.68,48.35,551.6,323,1.71
980,6,5.56,59.4,556.2,330,1.69
981,3,5.1,53.31,626.6,272,2.3
982,3,6.3,52.89,535.3,333,1.61
983,3,4.91,67.59,667.3,332,2.01
984,2,4.96,61.74,655.0,306,2.14
985,4,2.55,96.15,885.0,245,3.61
986,5,9.02,43.68,466.2,394,1.18
987,3,3.65,78.17,717.6,285,2.52
988,2,6.79,53.62,528.1,364,1.45
989,2,4.67,73.05,623.6,341,1.83
990,5,4.24,69.26,749.9,294,2.55
991,3,5.37,56.09,551.9,301,1.83
992,3,9.93,33.32,313.3,331,0.95
993,5,6.36,47.62,533.4,303,1.76
994,4,4.13,75.07,709.4,310,2.29
995,2,5.66,53.89,495.1,305,1.62
996,3,6.39,48.21,511.4,308,1.66
997,5,4.08,65.02,592.8,265,2.24
998,3,4.62,62.14,602.4,287,2.1
999,5,5.51,53.9,434.9,297,1.46
1000,3,4.81,75.29,635.8,362,1.76
1001,5,6.12,49.55,561.9,303,1.85
1002,4,5.59,50.29,551.1,281,1.96
1003,6,4.73,57.93,575.4,274,2.1
1004,5,5.66,56.52,507.6,320,1.59
1005,3,6.02,59.29,563.0,357,1.58
1006,1,4.35,67.6,649.6,294,2.21
1007,4,4.77,52.65,568.1,251,2.26
1008,3,6.28,44.78,486.3,281,1.73
1009,5,5.89,55.72,528.9,328,1.61
1010,3,4.69,72.31,675.4,339,1.99
1011,4,4.74,60.33,636.5,286,2.23
1012,3,6.75,48.48,569.6,327,1.74
1013,4,4.35,56.52,585.0,246,2.38
1014,3,8.2,43.41,513.0,356,1.44
1015,5,4.43,69.83,663.6,309,2.15
1016,5,6.98,48.43,499.0,338,1.48
1017,5,5.49,61.18,606.2,336,1.8
1018,2,4.3,75.12,675.7,323,2.09
1019,5,5.27,50.31,522.9,265,1.97
1020,7,6.62,55.91,596.0,370,1.61
1021,5,4.86,50.01,454.2,243,1.87
1022,5,5.58,52.0,518.4,290,1.79
1023,5,6.19,48.46,468.1,300,1.56
1024,7,5.02,57.61,621.3,289,2.15
1025,7,3.85,82.31,812.3,317,2.56
1026,5,5.57,50.78,555.8,283,1.96
1027,2,4.93,69.16,711.4,341,2.09
1028,3,5.26,66.29,662.2,349,1.9
1029,3,4.55,68.62,675.9,312,2.17
1030,5,4.85,68.68,673.1,333,2.02
1031,2,5.88,48.44,490.9,285,1.72
1032,3,4.3,63.66,589.5,274,2.15
1033,4,5.39,62.5,594.3,337,1.76
1034,5,6.48,45.96,502.3,298,1.69
1035,4,4.93,60.65,577.2,299,1.93
1036,3,5.81,52.87,533.8,307,1.74
1037,4,5.43,47.52,483.0,258,1.87
1038,1,8.1,39.13,386.8,317,1.22
1039,4,5.35,53.49,606.2,286,2.12
1040,4,4.74,64.18,658.1,304,2.16
1041,3,4.63,71.64,664.4,332,2.0
1042,5,8.36,44.99,527.5,376,1.4
1043,3,5.26,55.73,559.3,293,1.91
1044,4,5.0,60.05,492.3,300,1.64
1045,6,5.9,59.8,651.1,353,1.84
1046,4,4.5,70.37,702.8,317,2.22
1047,2,4.77,58.91,635.6,281,2.26
1048,2,5.07,64.93,611.7,329,1.86
1049,6,5.55,52.28,564.3,290,1.95
1050,3,6.38,43.23,470.1,276,1.7
1051,5,4.16,72.44,667.5,301,2.22
1052,1,7.55,33.64,446.2,254,1.76
1053,4,5.3,57.5,605.4,305,1.98
1054,7,6.86,47.66,453.5,327,1.39
1055,1,5.37,51.22,470.7,275,1.71
1056,3,6.44,53.54,508.5,345,1.47
1057,5,9.12,42.1,408.4,384,1.06
1058,5,5.24,58.03,491.9,304,1.62
1059,6,4.94,63.81,542.1,315,1.72
1060,3,5.79,52.35,470.9,303,1.55
1061,3,4.76,61.11,603.2,291,2.07
1062,4,6.19,42.79,447.6,265,1.69
1063,7,8.22,42.44,495.6,349,1.42
1064,2,6.38,51.4,544.1,328,1.66
1065,4,3.85,68.26,621.0,263,2.36
1066,3,4.58,71.02,719.8,325,2.21
1067,5,4.76,60.76,610.8,289,2.11
1068,4,6.82,55.99,520.5,382,1.36
1069,2,5.44,57.87,583.9,315,1.85
1070,3,6.38,53.11,537.2,339,1.58
1071,4,6.07,64.75,629.9,393,1.6
1072,3,4.5,56.24,435.0,253,1.72
1073,4,5.38,50.53,536.4,272,1.97
1074,4,4.26,67.4,632.7,287,2.2
1075,4,4.78,57.98,573.9,277,2.07
1076,2,8.42,33.97,467.0,286,1.63
1077,4,5.65,51.01,528.3,288,1.83
1078,4,4.09,82.8,713.8,339,2.11
1079,3,4.38,66.15,649.4,290,2.24
1080,3,4.95,57.36,587.0,284,2.07
1081,5,4.24,80.65,744.4,342,2.18
1082,3,4.03,65.93,614.9,266,2.31
1083,2,4.31,64.89,610.0,280,2.18
1084,5,4.38,71.88,643.6,315,2.04
1085,2,4.6,70.05,596.1,322,1.85
1086,4,5.46,56.44,632.7,308,2.05
1087,5,5.34,68.76,700.2,367,1.91
1088,3,5.04,50.63,579.5,255,2.27
1089,5,5.16,62.63,573.7,323,1.78
1090,5,4.76,53.16,526.7,253,2.08
1091,4,5.15,56.85,538.8,293,1.84
1092,3,5.36,55.96,530.2,300,1.77
1093,5,6.11,43.73,515.7,267,1.93
1094,7,4.39,67.49,641.3,296,2.17
1095,2,3.69,72.39,639.8,267,2.4
1096,4,6.14,52.95,610.4,325,1.88
1097,5,4.01,81.38,767.7,326,2.35
1098,3,6.0,58.01,569.7,348,1.64
1099,7,4.34,68.45,595.8,297,2.01
1100,3,4.3,69.15,696.0,297,2.34
1101,5,5.28,58.89,595.5,311,1.91
1102,4,5.27,51.27,503.9,270,1.87
1103,3,5.08,58.51,596.8,297,2.01
1104,5,4.71,64.18,600.5,302,1.99
1105,4,5.36,65.64,615.6,352,1.75
1106,5,5.47,62.02,638.7,339,1.88
1107,5,4.68,57.51,546.2,269,2.03
1108,2,5.39,58.1,535.1,313,1.71
1109,2,6.4,51.26,543.3,328,1.66
1110,4,5.05,59.97,664.0,303,2.19
1111,3,5.04,57.98,572.7,292,1.96
1112,2,6.12,47.69,574.3,292,1.97
1113,3,4.71,64.79,553.4,305,1.81
1114,5,4.55,64.99,693.7,296,2.34
1115,3,6.08,56.4,552.4,343,1.61
1116,3,4.71,63.26,686.6,298,2.3
1117,5,5.6,62.09,576.6,348,1.66
1118,4,4.89,56.84,602.8,278,2.17
1119,6,5.31,66.64,635.4,354,1.79
1120,5,6.86,50.55,481.8,347,1.39
1121,3,6.8,54.52,574.3,371,1.55
1122,3,5.44,66.77,687.6,363,1.89
1123,5,5.21,57.4,655.4,299,2.19
1124,4,5.17,61.94,648.7,320,2.03
1125,2,5.87,48.42,507.4,284,1.79
1126,4,6.93,44.04,500.3,305,1.64
1127,3,4.05,62.54,621.1,253,2.45
1128,5,5.19,57.28,527.3,297,1.78
1129,5,7.2,39.18,415.6,282,1.47
1130,4,5.85,36.09,480.2,211,2.28
1131,5,4.85,65.99,590.8,320,1.85
1132,5,7.43,42.52,480.5,316,1.52
1133,2,5.76,52.24,541.3,301,1.8
1134,5,4.9,64.54,588.7,316,1.86
1135,2,4.22,72.27,670.6,305,2.2
1136,2,4.29,79.56,753.9,341,2.21
1137,6,5.46,60.47,653.0,330,1.98
1138,4,5.11,54.17,549.8,277,1.98
1139,3,5.41,64.37,593.0,348,1.7
1140,5,5.53,62.05,583.1,343,1.7
1141,2,4.12,62.45,614.1,257,2.39
1142,2,5.84,46.58,499.5,272,1.84
1143,3,4.77,67.68,710.9,323,2.2
1144,4,4.51,58.12,507.1,262,1.94
1145,2,6.33,51.84,498.1,328,1.52
1146,1,4.98,55.61,599.7,277,2.16
1147,3,3.8,70.21,632.3,267,2.37
1148,4,6.15,49.45,486.7,304,1.6
1149,5,6.52,43.85,499.4,286,1.75
1150,5,5.96,54.19,495.3,323,1.53
1151,7,4.05,58.03,506.5,235,2.16
1152,5,4.92,56.92,485.2,280,1.73
1153,4,7.91,41.46,444.2,328,1.35
1154,2,5.45,62.17,562.5,339,1.66
1155,3,6.23,50.9,522.3,317,1.65
1156,4,6.54,53.94,478.9,353,1.36
1157,5,6.65,51.58,543.4,343,1.58
1158,1,5.39,60.85,604.6,328,1.84
1159,3,7.31,47.44,516.7,347,1.49
1160,6,6.64,42.59,444.3,283,1.57
1161,3,4.41,59.14,639.9,261,2.45
1162,7,4.78,48.98,428.0,234,1.83
1163,1,4.76,70.12,766.8,334,2.3
1164,5,6.19,52.15,461.9,323,1.43
1165,4,3.27,86.84,779.4,284,2.74
1166,2,7.43,47.23,511.8,351,1.46
1167,3,4.8,57.68,606.5,277,2.19
1168,2,4.57,57.34,614.4,262,2.35
1169,5,6.33,49.1,525.7,311,1.69
1170,3,4.03,63.34,578.8,255,2.27
1171,6,6.29,51.63,484.0,325,1.49
1172,4,5.59,57.25,512.3,320,1.6
1173,4,4.6,71.25,717.6,328,2.19
1174,1,6.32,47.92,536.9,303,1.77
1175,3,4.92,55.7,501.6,274,1.83
1176,4,4.72,60.37,583.8,285,2.05
1177,5,5.82,51.37,588.4,299,1.97
1178,3,4.55,56.47,525.0,257,2.04
1179,2,4.49,65.7,555.6,295,1.88
1180,5,5.17,63.82,601.4,330,1.82
1181,3,4.85,68.68,675.1,333,2.03
1182,5,4.45,74.75,633.1,333,1.9
1183,3,4.98,58.4,571.6,291,1.96
1184,4,4.34,65.92,661.8,286,2.31
1185,7,4.58,66.64,652.6,305,2.14
1186,5,5.48,54.71,574.6,300,1.92
1187,5,4.77,70.88,720.2,338,2.13
1188,1,5.36,54.28,593.5,291,2.04
1189,7,6.02,54.31,553.6,327,1.69
1190,3,6.92,41.03,384.2,284,1.35
1191,5,4.98,55.4,555.3,276,2.01
1192,5,3.35,76.18,780.0,255,3.06
1193,6,6.21,51.06,460.5,317,1.45
1194,4,3.82,58.95,573.2,225,2.55
1195,1,5.38,63.94,615.5,344,1.79
1196,3,5.55,61.08,519.0,339,1.53
1197,3,3.83,72.1,738.5,276,2.68
1198,5,6.39,47.92,478.4,306,1.56
1199,7,4.0,70.57,679.2,282,2.41
1200,4,4.91,69.86,665.6,343,1.94
1201,3,4.69,69.07,695.4,324,2.15
1202,3,4.55,52.13,666.9,237,2.81
1203,5,4.92,61.84,657.2,304,2.16
1204,3,4.44,72.24,664.0,321,2.07
1205,4,5.36,60.07,580.3,322,1.8
1206,3,6.76,51.04,530.3,345,1.54
1207,1,5.61,52.45,465.1,294,1.58
1208,3,5.42,62.01,612.7,336,1.82
1209,4,4.94,63.36,663.0,313,2.12
1210,5,4.02,71.38,622.3,287,2.17
1211,3,4.78,61.55,630.8,294,2.15
1212,2,5.87,60.33,597.6,354,1.69
1213,5,4.59,66.47,632.7,305,2.07
1214,3,6.23,51.24,581.8,319,1.82
1215,4,5.16,62.74,582.9,324,1.8
1216,5,6.74,48.22,462.1,325,1.42
1217,4,4.36,58.22,566.1,254,2.23
1218,3,4.29,74.59,724.3,320,2.26
1219,3,5.14,60.32,600.6,310,1.94
1220,2,5.18,54.68,550.4,283,1.94
1221,2,5.97,52.25,545.1,312,1.75
1222,2,4.67,65.48,617.6,306,2.02
1223,2,5.19,61.42,614.0,319,1.92
1224,7,5.93,52.57,476.5,312,1.53
1225,2,7.32,37.18,348.9,272,1.28
1226,5,5.17,57.88,541.3,299,1.81
1227,5,5.88,55.99,507.4,329,1.54
1228,3,4.85,57.58,605.8,279,2.17
1229,1,5.37,47.82,560.4,257,2.18
1230,3,4.28,69.9,690.7,299,2.31
1231,2,3.61,75.71,684.7,273,2.51
1232,3,4.08,69.36,626.5,283,2.21
1233,3,6.92,33.51,301.5,232,1.3
1234,3,7.24,45.43,459.5,329,1.4
1235,6,3.78,58.44,557.7,221,2.52
1236,3,5.95,55.15,506.6,328,1.54
1237,2,5.71,50.11,492.1,286,1.72
1238,3,4.77,73.15,789.0,349,2.26
1239,6,5.64,55.13,537.0,311,1.73
1240,5,4.94,56.44,603.3,279,2.16
1241,6,5.04,64.48,624.1,325,1.92
1242,3,3.96,72.14,639.6,286,2.24
1243,2,5.69,60.85,600.3,346,1.73
1244,5,4.16,68.93,720.5,287,2.51
1245,3,6.91,54.97,570.8,380,1.5
1246,3,4.59,62.05,625.4,285,2.19
1247,4,5.32,51.34,579.9,273,2.12
1248,4,5.07,61.96,614.9,314,1.96
1249,5,4.73,71.25,663.2,337,1.97
1250,2,7.38,45.5,466.3,336,1.39
1251,6,5.68,56.88,593.8,323,1.84
1252,4,4.61,64.61,590.8,298,1.98
1253,4,5.52,63.2,627.3,349,1.8
